"행정구역","2026년08월_총인구수","2026년08월_세대수","2026년08월_세대당 인구","2026년08월_남자 인구수","2026년08월_여자 인구수","2026년08월_남여 비율"
"서울특별시 강서구 방화제1동(1150063000)","40,415","16,830","          2.40","19,609","20,806","          0.94"
"서울특별시 강서구 방화제2동(1150064000)","22,354","12,312","          1.82","11,028","11,326","          0.97"
"서울특별시 강서구 방화제3동(1150064100)","21,157","11,085","          1.91","10,121","11,036","          0.92"
"서울특별시 구로구 (1153000000)","382,302","185,341","          2.06","186,391","195,911","          0.95"
"서울특별시 구로구 신도림동(1153051000)","35,718","14,460","          2.47","17,123","18,595","          0.92"
"서울특별시 구로구 구로제1동(1153052000)","20,014","8,437","          2.37","9,777","10,237","          0.96"
"서울특별시 구로구 구로제2동(1153053000)","21,586","12,080","          1.79","10,725","10,861","          0.99"
"서울특별시 구로구 구로제3동(1153054000)","22,634","13,715","          1.65","11,677","10,957","          1.07"
"서울특별시 구로구 구로제4동(1153055000)","17,537","10,083","          1.74","8,400","9,137","          0.92"
"서울특별시 구로구 구로제5동(1153056000)","28,435","15,597","          1.82","13,826","14,609","          0.95"
"서울특별시 구로구 가리봉동(1153059500)","8,871","6,222","          1.43","4,896","3,975","          1.23"
"서울특별시 구로구 고척제1동(1153072000)","26,234","11,728","          2.24","12,998","13,236","          0.98"
"서울특별시 구로구 고척제2동(1153073000)","24,683","11,324","          2.18","12,067","12,616","          0.96"
"서울특별시 구로구 개봉제1동(1153074000)","33,128","15,392","          2.15","16,336","16,792","          0.97"
"서울특별시 구로구 개봉제2동(1153075000)","29,083","12,756","          2.28","13,886","15,197","          0.91"
"서울특별시 구로구 개봉제3동(1153076000)","18,482","8,547","          2.16","8,873","9,609","          0.92"
"서울특별시 구로구 오류제1동(1153077000)","23,027","13,371","          1.72","10,894","12,133","          0.90"
"서울특별시 구로구 오류제2동(1153078000)","35,329","15,511","          2.28","16,680","18,649","          0.89"
"서울특별시 구로구 수궁동(1153079000)","21,589","9,920","          2.18","10,547","11,042","          0.96"
"서울특별시 구로구 항동(1153080000)","15,952","6,198","          2.57","7,686","8,266","          0.93"
"서울특별시 금천구 (1154500000)","222,368","122,242","          1.82","111,482","110,886","          1.01"
"서울특별시 금천구 가산동(1154551000)","25,639","18,980","          1.35","13,657","11,982","          1.14"
"서울특별시 금천구 독산제1동(1154561000)","47,736","26,865","          1.78","24,118","23,618","          1.02"
"서울특별시 금천구 독산제2동(1154562000)","16,964","9,342","          1.82","8,493","8,471","          1.00"
"서울특별시 금천구 독산제3동(1154563000)","22,518","12,756","          1.77","11,317","11,201","          1.01"
"서울특별시 금천구 독산제4동(1154564000)","13,775","7,430","          1.85","6,890","6,885","          1.00"
"서울특별시 금천구 시흥제1동(1154567000)","30,949","16,359","          1.89","15,302","15,647","          0.98"
"서울특별시 금천구 시흥제2동(1154568000)","19,668","8,160","          2.41","9,407","10,261","          0.92"
"서울특별시 금천구 시흥제3동(1154569000)","9,865","4,658","          2.12","4,859","5,006","          0.97"
"서울특별시 금천구 시흥제4동(1154570000)","18,166","8,790","          2.07","8,996","9,170","          0.98"
"서울특별시 금천구 시흥제5동(1154571000)","17,088","8,902","          1.92","8,443","8,645","          0.98"
"서울특별시 영등포구 (1156000000)","371,420","193,589","          1.92","180,924","190,496","          0.95"
"서울특별시 영등포구 영등포본동(1156051500)","20,189","10,415","          1.94","10,360","9,829","          1.05"
"서울특별시 영등포구 영등포동(1156053500)","31,213","22,338","          1.40","15,758","15,455","          1.02"
"서울특별시 영등포구 여의동(1156054000)","33,914","14,238","          2.38","15,889","18,025","          0.88"
"서울특별시 영등포구 당산제1동(1156055000)","20,973","11,936","          1.76","10,044","10,929","          0.92"
"서울특별시 영등포구 당산제2동(1156056000)","36,222","19,009","          1.91","16,831","19,391","          0.87"
"서울특별시 영등포구 도림동(1156058500)","17,519","9,976","          1.76","8,862","8,657","          1.02"
"서울특별시 영등포구 문래동(1156060500)","31,057","12,975","          2.39","15,066","15,991","          0.94"
"서울특별시 영등포구 양평제1동(1156061000)","19,636","10,667","          1.84","9,293","10,343","          0.90"
"서울특별시 영등포구 양평제2동(1156062000)","22,354","11,285","          1.98","10,721","11,633","          0.92"
"서울특별시 영등포구 신길제1동(1156063000)","18,870","11,697","          1.61","9,546","9,324","          1.02"
"서울특별시 영등포구 신길제3동(1156065000)","16,048","7,888","          2.03","7,944","8,104","          0.98"
"서울특별시 영등포구 신길제4동(1156066000)","11,752","5,716","          2.06","5,769","5,983","          0.96"
"서울특별시 영등포구 신길제5동(1156067000)","9,496","4,453","          2.13","4,583","4,913","          0.93"
"서울특별시 영등포구 신길제6동(1156068000)","17,675","9,208","          1.92","8,514","9,161","          0.93"
"서울특별시 영등포구 신길제7동(1156069000)","19,305","7,865","          2.45","9,515","9,790","          0.97"
"서울특별시 영등포구 대림제1동(1156070000)","13,177","6,802","          1.94","6,518","6,659","          0.98"
"서울특별시 영등포구 대림제2동(1156071000)","11,429","6,863","          1.67","5,521","5,908","          0.93"
"서울특별시 영등포구 대림제3동(1156072000)","20,591","10,258","          2.01","10,190","10,401","          0.98"
"서울특별시 동작구 (1159000000)","371,324","187,770","          1.98","179,201","192,123","          0.93"
"서울특별시 동작구 노량진제1동(1159051000)","33,409","18,472","          1.81","17,147","16,262","          1.05"
"서울특별시 동작구 노량진제2동(1159052000)","7,391","5,302","          1.39","3,940","3,451","          1.14"
"서울특별시 동작구 상도제1동(1159053000)","43,946","23,288","          1.89","21,292","22,654","          0.94"
"서울특별시 동작구 상도제2동(1159054000)","26,674","12,291","          2.17","12,613","14,061","          0.90"
"서울특별시 동작구 상도제3동(1159055000)","23,306","12,232","          1.91","11,005","12,301","          0.89"
"서울특별시 동작구 상도제4동(1159056000)","28,593","14,753","          1.94","13,910","14,683","          0.95"
"서울특별시 동작구 흑석동(1159060500)","29,799","13,001","          2.29","14,264","15,535","          0.92"
"서울특별시 동작구 사당제1동(1159062000)","22,111","14,019","          1.58","10,652","11,459","          0.93"
"서울특별시 동작구 사당제2동(1159063000)","27,574","12,486","          2.21","13,196","14,378","          0.92"
"서울특별시 동작구 사당제3동(1159064000)","23,124","10,396","          2.22","11,120","12,004","          0.93"
"서울특별시 동작구 사당제4동(1159065000)","13,488","7,294","          1.85","6,423","7,065","          0.91"
"서울특별시 동작구 사당제5동(1159065100)","13,673","6,616","          2.07","6,534","7,139","          0.92"
"서울특별시 동작구 대방동(1159066000)","33,405","16,061","          2.08","15,689","17,716","          0.89"
"서울특별시 동작구 신대방제1동(1159067000)","22,734","10,451","          2.18","10,876","11,858","          0.92"
"서울특별시 동작구 신대방제2동(1159068000)","22,097","11,108","          1.99","10,540","11,557","          0.91"
"서울특별시 관악구 (1162000000)","477,297","291,443","          1.64","239,751","237,546","          1.01"
"서울특별시 관악구 보라매동(1162052500)","22,885","12,972","          1.76","11,153","11,732","          0.95"
"서울특별시 관악구 청림동(1162054500)","14,099","6,342","          2.22","6,710","7,389","          0.91"
"서울특별시 관악구 성현동(1162056500)","29,432","12,946","          2.27","14,135","15,297","          0.92"
"서울특별시 관악구 행운동(1162057500)","28,396","18,380","          1.54","13,606","14,790","          0.92"
"서울특별시 관악구 낙성대동(1162058500)","17,678","12,650","          1.40","8,901","8,777","          1.01"
"서울특별시 관악구 청룡동(1162059500)","36,134","24,991","          1.45","17,305","18,829","          0.92"
"서울특별시 관악구 은천동(1162060500)","31,236","16,071","          1.94","15,180","16,056","          0.95"
"서울특별시 관악구 중앙동(1162061500)","15,205","10,623","          1.43","7,230","7,975","          0.91"
"서울특별시 관악구 인헌동(1162062500)","24,891","15,105","          1.65","11,998","12,893","          0.93"
"서울특별시 관악구 남현동(1162063000)","17,072","9,795","          1.74","8,248","8,824","          0.93"
"서울특별시 관악구 서원동(1162064500)","22,728","15,545","          1.46","11,952","10,776","          1.11"
"서울특별시 관악구 신원동(1162065500)","17,109","11,351","          1.51","8,761","8,348","          1.05"
"서울특별시 관악구 서림동(1162066500)","23,602","15,938","          1.48","13,198","10,404","          1.27"
"서울특별시 관악구 신사동(1162068500)","22,010","14,811","          1.49","10,921","11,089","          0.98"
"서울특별시 관악구 신림동(1162069500)","23,451","19,728","          1.19","12,718","10,733","          1.18"
"서울특별시 관악구 난향동(1162071500)","14,222","6,119","          2.32","6,939","7,283","          0.95"
"서울특별시 관악구 조원동(1162072500)","19,935","12,721","          1.57","9,885","10,050","          0.98"
"서울특별시 관악구 대학동(1162073500)","25,084","18,649","          1.35","15,367","9,717","          1.58"
"서울특별시 관악구 삼성동(1162074500)","19,850","9,821","          2.02","9,809","10,041","          0.98"
"서울특별시 관악구 미성동(1162076500)","28,290","14,092","          2.01","13,805","14,485","          0.95"
"서울특별시 관악구 난곡동(1162077500)","23,988","12,793","          1.88","11,930","12,058","          0.99"
"서울특별시 서초구 (1165000000)","416,928","175,016","          2.38","197,836","219,092","          0.90"
"서울특별시 서초구 서초1동(1165051000)","19,996","9,584","          2.09","9,554","10,442","          0.91"
"서울특별시 서초구 서초2동(1165052000)","24,862","11,590","          2.15","11,659","13,203","          0.88"
"서울특별시 서초구 서초3동(1165053000)","32,129","15,703","          2.05","15,141","16,988","          0.89"
"서울특별시 서초구 서초4동(1165053100)","29,895","10,718","          2.79","14,558","15,337","          0.95"
"서울특별시 서초구 잠원동(1165054000)","34,587","13,336","          2.59","16,623","17,964","          0.93"
"서울특별시 서초구 반포본동(1165055000)","2,606","896","          2.91","1,277","1,329","          0.96"
"서울특별시 서초구 반포1동(1165056000)","33,069","14,419","          2.29","16,182","16,887","          0.96"
"서울특별시 서초구 반포2동(1165057000)","26,431","8,583","          3.08","12,484","13,947","          0.90"
